date,epicenter,lat,long,dep,magnitude
2026/03/17 16:14:35,SOUTHERN KUMAMOTO PREF,32.2450,130.4230,7,2.2
2026/03/17 16:28:58,SOUTHERN KUMAMOTO PREF,32.2480,130.4370,5.4,0.8
2026/03/17 16:32:58,SOUTHERN KUMAMOTO PREF,32.2480,130.4270,7,1.3
2026/03/17 17:28:17,SOUTHERN KUMAMOTO PREF,32.2470,130.4320,6.5,0.9
2026/03/17 18:07:22,SOUTHERN KUMAMOTO PREF,32.2450,130.4310,6.9,0.9
2026/03/17 18:09:33,SOUTHERN KUMAMOTO PREF,32.2450,130.4280,5.5,0.6
2026/03/17 19:09:10,SOUTHERN KUMAMOTO PREF,32.2470,130.4260,9.3,1.3
2026/03/17 19:11:37,SOUTHERN KUMAMOTO PREF,32.2430,130.4300,7.9,1.5
2026/03/17 19:33:07,SOUTHERN KUMAMOTO PREF,32.2460,130.4230,5.7,1.1
2026/03/17 19:56:46,SOUTHERN KUMAMOTO PREF,32.2470,130.4290,8.3,0.8
2026/03/17 20:26:28,SOUTHERN KUMAMOTO PREF,32.2490,130.4310,5.1,0.6
2026/03/17 20:45:53,SOUTHERN KUMAMOTO PREF,32.2480,130.4220,6.9,2.0
2026/03/17 20:46:11,SOUTHERN KUMAMOTO PREF,32.2490,130.4230,6.4,1.2
2026/03/17 20:47:11,SOUTHERN KUMAMOTO PREF,32.2450,130.4250,6.2,0.9
2026/03/17 21:10:25,SOUTHERN KUMAMOTO PREF,32.2440,130.4410,5.5,1.0
2026/03/17 22:36:41,SOUTHERN KUMAMOTO PREF,32.2440,130.4450,7.1,1.2
2026/03/17 22:36:47,SOUTHERN KUMAMOTO PREF,32.2470,130.4340,6.5,2.3
2026/03/17 22:41:48,SOUTHERN KUMAMOTO PREF,32.2480,130.4310,6.4,1.6
